"year","iteration","sAg","ppnCUsLowerBM"
3,"20",22739,NA
3,"21",22739,NA
3,"22",22739,NA
3,"23",22739,NA
3,"24",22739,NA
3,"25",22739,NA
3,"26",22739,NA
3,"27",22739,NA
3,"28",22739,NA
3,"29",22739,NA
3,"30",22739,NA
3,"31",22739,NA
3,"32",22739,NA
3,"33",22739,NA
3,"34",22739,NA
3,"35",22739,NA
3,"36",22739,NA
3,"37",22739,NA
3,"38",22739,NA
3,"39",22739,NA
3,"40",22739,NA
3,"41",22739,NA
3,"42",22739,NA
3,"43",22739,NA
3,"44",22739,NA
3,"45",22739,NA
3,"46",22739,NA
3,"47",22739,NA
3,"48",22739,NA
3,"49",22739,NA
3,"50",22739,NA
4,"1",61956,NA
4,"2",61956,NA
4,"3",61956,NA
4,"4",61956,NA
4,"5",61956,NA
4,"6",61956,NA
4,"7",61956,NA
4,"8",61956,NA
4,"9",61956,NA
4,"10",61956,NA
4,"11",61956,NA
4,"12",61956,NA
4,"13",61956,NA
4,"14",61956,NA
4,"15",61956,NA
4,"16",61956,NA
4,"17",61956,NA
4,"18",61956,NA
4,"19",61956,NA
4,"20",61956,NA
4,"21",61956,NA
4,"22",61956,NA
4,"23",61956,NA
4,"24",61956,NA
4,"25",61956,NA
4,"26",61956,NA
4,"27",61956,NA
4,"28",61956,NA
4,"29",61956,NA
4,"30",61956,NA
4,"31",61956,NA
4,"32",61956,NA
4,"33",61956,NA
4,"34",61956,NA
4,"35",61956,NA
4,"36",61956,NA
4,"37",61956,NA
4,"38",61956,NA
4,"39",61956,NA
4,"40",61956,NA
4,"41",61956,NA
4,"42",61956,NA
4,"43",61956,NA
4,"44",61956,NA
4,"45",61956,NA
4,"46",61956,NA
4,"47",61956,NA
4,"48",61956,NA
4,"49",61956,NA
4,"50",61956,NA
5,"1",56667,NA
5,"2",56667,NA
5,"3",56667,NA
5,"4",56667,NA
5,"5",56667,NA
5,"6",56667,NA
5,"7",56667,NA
5,"8",56667,NA
5,"9",56667,NA
5,"10",56667,NA
5,"11",56667,NA
5,"12",56667,NA
5,"13",56667,NA
5,"14",56667,NA
5,"15",56667,NA
5,"16",56667,NA
5,"17",56667,NA
5,"18",56667,NA
5,"19",56667,NA
5,"20",56667,NA
5,"21",56667,NA
5,"22",56667,NA
5,"23",56667,NA
5,"24",56667,NA
5,"25",56667,NA
5,"26",56667,NA
5,"27",56667,NA
5,"28",56667,NA
5,"29",56667,NA
5,"30",56667,NA
5,"31",56667,NA
5,"32",56667,NA
5,"33",56667,NA
5,"34",56667,NA
5,"35",56667,NA
5,"36",56667,NA
5,"37",56667,NA
5,"38",56667,NA
5,"39",56667,NA
5,"40",56667,NA
5,"41",56667,NA
5,"42",56667,NA
5,"43",56667,NA
5,"44",56667,NA
5,"45",56667,NA
5,"46",56667,NA
5,"47",56667,NA
5,"48",56667,NA
5,"49",56667,NA
5,"50",56667,NA
6,"1",21927,NA
6,"2",21927,NA
6,"3",21927,NA
6,"4",21927,NA
6,"5",21927,NA
6,"6",21927,NA
6,"7",21927,NA
6,"8",21927,NA
6,"9",21927,NA
6,"10",21927,NA
6,"11",21927,NA
6,"12",21927,NA
6,"13",21927,NA
6,"14",21927,NA
6,"15",21927,NA
6,"16",21927,NA
6,"17",21927,NA
6,"18",21927,NA
6,"19",21927,NA
6,"20",21927,NA
6,"21",21927,NA
6,"22",21927,NA
6,"23",21927,NA
6,"24",21927,NA
6,"25",21927,NA
6,"26",21927,NA
6,"27",21927,NA
6,"28",21927,NA
6,"29",21927,NA
6,"30",21927,NA
6,"31",21927,NA
6,"32",21927,NA
6,"33",21927,NA
6,"34",21927,NA
6,"35",21927,NA
6,"36",21927,NA
6,"37",21927,NA
6,"38",21927,NA
6,"39",21927,NA
6,"40",21927,NA
6,"41",21927,NA
6,"42",21927,NA
6,"43",21927,NA
6,"44",21927,NA
6,"45",21927,NA
6,"46",21927,NA
6,"47",21927,NA
6,"48",21927,NA
6,"49",21927,NA
6,"50",21927,NA
7,"1",41447,NA
7,"2",41447,NA
7,"3",41447,NA
7,"4",41447,NA
7,"5",41447,NA
7,"6",41447,NA
7,"7",41447,NA
7,"8",41447,NA
7,"9",41447,NA
7,"10",41447,NA
7,"11",41447,NA
7,"12",41447,NA
7,"13",41447,NA
7,"14",41447,NA
7,"15",41447,NA
7,"16",41447,NA
7,"17",41447,NA
7,"18",41447,NA
7,"19",41447,NA
7,"20",41447,NA
7,"21",41447,NA
7,"22",41447,NA
7,"23",41447,NA
7,"24",41447,NA
7,"25",41447,NA
7,"26",41447,NA
7,"27",41447,NA
7,"28",41447,NA
7,"29",41447,NA
7,"30",41447,NA
7,"31",41447,NA
7,"32",41447,NA
7,"33",41447,NA
7,"34",41447,NA
7,"35",41447,NA
7,"36",41447,NA
7,"37",41447,NA
7,"38",41447,NA
7,"39",41447,NA
7,"40",41447,NA
7,"41",41447,NA
7,"42",41447,NA
7,"43",41447,NA
7,"44",41447,NA
7,"45",41447,NA
7,"46",41447,NA
7,"47",41447,NA
7,"48",41447,NA
7,"49",41447,NA
7,"50",41447,NA
8,"1",13892,NA
8,"2",13892,NA
8,"3",13892,NA
8,"4",13892,NA
8,"5",13892,NA
8,"6",13892,NA
8,"7",13892,NA
8,"8",13892,NA
8,"9",13892,NA
8,"10",13892,NA
8,"11",13892,NA
8,"12",13892,NA
8,"13",13892,NA
8,"14",13892,NA
8,"15",13892,NA
8,"16",13892,NA
8,"17",13892,NA
8,"18",13892,NA
8,"19",13892,NA
8,"20",13892,NA
8,"21",13892,NA
8,"22",13892,NA
8,"23",13892,NA
8,"24",13892,NA
8,"25",13892,NA
8,"26",13892,NA
8,"27",13892,NA
8,"28",13892,NA
8,"29",13892,NA
8,"30",13892,NA
8,"31",13892,NA
8,"32",13892,NA
8,"33",13892,NA
8,"34",13892,NA
8,"35",13892,NA
8,"36",13892,NA
8,"37",13892,NA
8,"38",13892,NA
8,"39",13892,NA
8,"40",13892,NA
8,"41",13892,NA
8,"42",13892,NA
8,"43",13892,NA
8,"44",13892,NA
8,"45",13892,NA
8,"46",13892,NA
8,"47",13892,NA
8,"48",13892,NA
8,"49",13892,NA
8,"50",13892,NA
9,"1",9661,NA
9,"2",9661,NA
9,"3",9661,NA
9,"4",9661,NA
9,"5",9661,NA
9,"6",9661,NA
9,"7",9661,NA
9,"8",9661,NA
9,"9",9661,NA
9,"10",9661,NA
9,"11",9661,NA
9,"12",9661,NA
9,"13",9661,NA
9,"14",9661,NA
9,"15",9661,NA
9,"16",9661,NA
9,"17",9661,NA
9,"18",9661,NA
9,"19",9661,NA
9,"20",9661,NA
9,"21",9661,NA
9,"22",9661,NA
9,"23",9661,NA
9,"24",9661,NA
9,"25",9661,NA
9,"26",9661,NA
9,"27",9661,NA
9,"28",9661,NA
9,"29",9661,NA
9,"30",9661,NA
9,"31",9661,NA
9,"32",9661,NA
9,"33",9661,NA
9,"34",9661,NA
9,"35",9661,NA
9,"36",9661,NA
9,"37",9661,NA
9,"38",9661,NA
9,"39",9661,NA
9,"40",9661,NA
9,"41",9661,NA
9,"42",9661,NA
9,"43",9661,NA
9,"44",9661,NA
9,"45",9661,NA
9,"46",9661,NA
9,"47",9661,NA
9,"48",9661,NA
9,"49",9661,NA
9,"50",9661,NA
10,"1",59711,NA
10,"2",59711,NA
10,"3",59711,NA
10,"4",59711,NA
10,"5",59711,NA
10,"6",59711,NA
10,"7",59711,NA
10,"8",59711,NA
10,"9",59711,NA
10,"10",59711,NA
10,"11",59711,NA
10,"12",59711,NA
10,"13",59711,NA
10,"14",59711,NA
10,"15",59711,NA
10,"16",59711,NA
10,"17",59711,NA
10,"18",59711,NA
10,"19",59711,NA
10,"20",59711,NA
10,"21",59711,NA
10,"22",59711,NA
10,"23",59711,NA
10,"24",59711,NA
10,"25",59711,NA
10,"26",59711,NA
10,"27",59711,NA
10,"28",59711,NA
10,"29",59711,NA
10,"30",59711,NA
10,"31",59711,NA
10,"32",59711,NA
10,"33",59711,NA
10,"34",59711,NA
10,"35",59711,NA
10,"36",59711,NA
10,"37",59711,NA
10,"38",59711,NA
10,"39",59711,NA
10,"40",59711,NA
10,"41",59711,NA
10,"42",59711,NA
10,"43",59711,NA
10,"44",59711,NA
10,"45",59711,NA
10,"46",59711,NA
10,"47",59711,NA
10,"48",59711,NA
10,"49",59711,NA
10,"50",59711,NA
11,"1",16939,NA
11,"2",16939,NA
11,"3",16939,NA
11,"4",16939,NA
11,"5",16939,NA
11,"6",16939,NA
11,"7",16939,NA
11,"8",16939,NA
11,"9",16939,NA
11,"10",16939,NA
11,"11",16939,NA
11,"12",16939,NA
11,"13",16939,NA
11,"14",16939,NA
11,"15",16939,NA
11,"16",16939,NA
11,"17",16939,NA
11,"18",16939,NA
11,"19",16939,NA
11,"20",16939,NA
11,"21",16939,NA
11,"22",16939,NA
11,"23",16939,NA
11,"24",16939,NA
11,"25",16939,NA
11,"26",16939,NA
11,"27",16939,NA
11,"28",16939,NA
11,"29",16939,NA
11,"30",16939,NA
11,"31",16939,NA
11,"32",16939,NA
11,"33",16939,NA
11,"34",16939,NA
11,"35",16939,NA
11,"36",16939,NA
11,"37",16939,NA
11,"38",16939,NA
11,"39",16939,NA
11,"40",16939,NA
11,"41",16939,NA
11,"42",16939,NA
11,"43",16939,NA
11,"44",16939,NA
11,"45",16939,NA
11,"46",16939,NA
11,"47",16939,NA
11,"48",16939,NA
11,"49",16939,NA
11,"50",16939,NA
12,"1",22834,NA
12,"2",22834,NA
12,"3",22834,NA
12,"4",22834,NA
12,"5",22834,NA
12,"6",22834,NA
12,"7",22834,NA
12,"8",22834,NA
12,"9",22834,NA
12,"10",22834,NA
12,"11",22834,NA
12,"12",22834,NA
12,"13",22834,NA
12,"14",22834,NA
12,"15",22834,NA
12,"16",22834,NA
12,"17",22834,NA
12,"18",22834,NA
12,"19",22834,NA
12,"20",22834,NA
12,"21",22834,NA
12,"22",22834,NA
12,"23",22834,NA
12,"24",22834,NA
12,"25",22834,NA
12,"26",22834,NA
12,"27",22834,NA
12,"28",22834,NA
12,"29",22834,NA
12,"30",22834,NA
12,"31",22834,NA
12,"32",22834,NA
12,"33",22834,NA
12,"34",22834,NA
12,"35",22834,NA
12,"36",22834,NA
12,"37",22834,NA
12,"38",22834,NA
12,"39",22834,NA
12,"40",22834,NA
12,"41",22834,NA
12,"42",22834,NA
12,"43",22834,NA
12,"44",22834,NA
12,"45",22834,NA
12,"46",22834,NA
12,"47",22834,NA
12,"48",22834,NA
12,"49",22834,NA
12,"50",22834,NA
13,"1",40238,NA
13,"2",40238,NA
13,"3",40238,NA
13,"4",40238,NA
13,"5",40238,NA
13,"6",40238,NA
13,"7",40238,NA
13,"8",40238,NA
13,"9",40238,NA
13,"10",40238,NA
13,"11",40238,NA
13,"12",40238,NA
13,"13",40238,NA
13,"14",40238,NA
13,"15",40238,NA
13,"16",40238,NA
13,"17",40238,NA
13,"18",40238,NA
13,"19",40238,NA
13,"20",40238,NA
13,"21",40238,NA
13,"22",40238,NA
13,"23",40238,NA
13,"24",40238,NA
13,"25",40238,NA
13,"26",40238,NA
13,"27",40238,NA
13,"28",40238,NA
13,"29",40238,NA
13,"30",40238,NA
13,"31",40238,NA
13,"32",40238,NA
13,"33",40238,NA
13,"34",40238,NA
13,"35",40238,NA
13,"36",40238,NA
13,"37",40238,NA
13,"38",40238,NA
13,"39",40238,NA
13,"40",40238,NA
13,"41",40238,NA
13,"42",40238,NA
13,"43",40238,NA
13,"44",40238,NA
13,"45",40238,NA
13,"46",40238,NA
13,"47",40238,NA
13,"48",40238,NA
13,"49",40238,NA
13,"50",40238,NA
14,"1",27972,NA
14,"2",27972,NA
14,"3",27972,NA
14,"4",27972,NA
14,"5",27972,NA
14,"6",27972,NA
14,"7",27972,NA
14,"8",27972,NA
14,"9",27972,NA
14,"10",27972,NA
14,"11",27972,NA
14,"12",27972,NA
14,"13",27972,NA
14,"14",27972,NA
14,"15",27972,NA
14,"16",27972,NA
14,"17",27972,NA
14,"18",27972,NA
14,"19",27972,NA
14,"20",27972,NA
14,"21",27972,NA
14,"22",27972,NA
14,"23",27972,NA
14,"24",27972,NA
14,"25",27972,NA
14,"26",27972,NA
14,"27",27972,NA
14,"28",27972,NA
14,"29",27972,NA
14,"30",27972,NA
14,"31",27972,NA
14,"32",27972,NA
14,"33",27972,NA
14,"34",27972,NA
14,"35",27972,NA
14,"36",27972,NA
14,"37",27972,NA
14,"38",27972,NA
14,"39",27972,NA
14,"40",27972,NA
14,"41",27972,NA
14,"42",27972,NA
14,"43",27972,NA
14,"44",27972,NA
14,"45",27972,NA
14,"46",27972,NA
14,"47",27972,NA
14,"48",27972,NA
14,"49",27972,NA
14,"50",27972,NA
15,"1",57180,NA
15,"2",57180,NA
15,"3",57180,NA
15,"4",57180,NA
15,"5",57180,NA
15,"6",57180,NA
15,"7",57180,NA
15,"8",57180,NA
15,"9",57180,NA
15,"10",57180,NA
15,"11",57180,NA
15,"12",57180,NA
15,"13",57180,NA
15,"14",57180,NA
15,"15",57180,NA
15,"16",57180,NA
15,"17",57180,NA
15,"18",57180,NA
15,"19",57180,NA
15,"20",57180,NA
15,"21",57180,NA
15,"22",57180,NA
15,"23",57180,NA
15,"24",57180,NA
15,"25",57180,NA
15,"26",57180,NA
15,"27",57180,NA
15,"28",57180,NA
15,"29",57180,NA
15,"30",57180,NA
15,"31",57180,NA
15,"32",57180,NA
15,"33",57180,NA
15,"34",57180,NA
15,"35",57180,NA
15,"36",57180,NA
15,"37",57180,NA
15,"38",57180,NA
15,"39",57180,NA
15,"40",57180,NA
15,"41",57180,NA
15,"42",57180,NA
15,"43",57180,NA
15,"44",57180,NA
15,"45",57180,NA
15,"46",57180,NA
15,"47",57180,NA
15,"48",57180,NA
15,"49",57180,NA
15,"50",57180,NA
16,"1",58313,NA
16,"2",58313,NA
16,"3",58313,NA
16,"4",58313,NA
16,"5",58313,NA
16,"6",58313,NA
16,"7",58313,NA
16,"8",58313,NA
16,"9",58313,NA
16,"10",58313,NA
16,"11",58313,NA
16,"12",58313,NA
16,"13",58313,NA
16,"14",58313,NA
16,"15",58313,NA
16,"16",58313,NA
16,"17",58313,NA
16,"18",58313,NA
16,"19",58313,NA
16,"20",58313,NA
16,"21",58313,NA
16,"22",58313,NA
16,"23",58313,NA
16,"24",58313,NA
16,"25",58313,NA
16,"26",58313,NA
16,"27",58313,NA
16,"28",58313,NA
16,"29",58313,NA
16,"30",58313,NA
16,"31",58313,NA
16,"32",58313,NA
16,"33",58313,NA
16,"34",58313,NA
16,"35",58313,NA
16,"36",58313,NA
16,"37",58313,NA
16,"38",58313,NA
16,"39",58313,NA
16,"40",58313,NA
16,"41",58313,NA
16,"42",58313,NA
16,"43",58313,NA
16,"44",58313,NA
16,"45",58313,NA
16,"46",58313,NA
16,"47",58313,NA
16,"48",58313,NA
16,"49",58313,NA
16,"50",58313,NA
17,"1",19090,NA
17,"2",19090,NA
17,"3",19090,NA
17,"4",19090,NA
17,"5",19090,NA
17,"6",19090,NA
17,"7",19090,NA
17,"8",19090,NA
17,"9",19090,NA
17,"10",19090,NA
17,"11",19090,NA
17,"12",19090,NA
17,"13",19090,NA
17,"14",19090,NA
17,"15",19090,NA
17,"16",19090,NA
17,"17",19090,NA
17,"18",19090,NA
17,"19",19090,NA
17,"20",19090,NA
17,"21",19090,NA
17,"22",19090,NA
17,"23",19090,NA
17,"24",19090,NA
17,"25",19090,NA
17,"26",19090,NA
17,"27",19090,NA
17,"28",19090,NA
17,"29",19090,NA
17,"30",19090,NA
17,"31",19090,NA
17,"32",19090,NA
17,"33",19090,NA
17,"34",19090,NA
17,"35",19090,NA
17,"36",19090,NA
17,"37",19090,NA
17,"38",19090,NA
17,"39",19090,NA
17,"40",19090,NA
17,"41",19090,NA
17,"42",19090,NA
17,"43",19090,NA
17,"44",19090,NA
17,"45",19090,NA
17,"46",19090,NA
17,"47",19090,NA
17,"48",19090,NA
17,"49",19090,NA
17,"50",19090,NA
18,"1",11758.5710168097,0.8
18,"2",12666.6443029589,0.8
18,"3",11793.4406108433,0.8
18,"4",12950.8232042517,0.8
18,"5",11715.6530686971,0.8
18,"6",12461.7899806813,0.8
18,"7",13199.4545503333,0.8
18,"8",12535.1953034511,0.8
18,"9",13144.0991789458,0.8
18,"10",13166.7553688116,0.8
18,"11",12601.7139095022,0.8
18,"12",12671.3515221275,0.8
18,"13",12231.3249031107,0.8
18,"14",12451.4612166525,0.8
18,"15",13315.3549619469,0.8
18,"16",10993.68600763,0.8
18,"17",12044.5506842831,0.8
18,"18",12239.1448756545,0.8
18,"19",11224.1302498544,0.8
18,"20",13491.251624386,0.8
18,"21",11189.9567607806,0.8
18,"22",11405.6153679762,0.8
18,"23",13120.4069393235,0.8
18,"24",12882.160711101,0.8
18,"25",12397.7433594758,0.8
18,"26",10720.7160848098,0.8
18,"27",13177.8431510477,0.8
18,"28",13399.1754130688,0.8
18,"29",11586.1972220557,0.8
18,"30",12337.5446581055,0.8
18,"31",12053.4622798083,0.8
18,"32",11983.2638029611,0.8
18,"33",13318.3509089223,0.8
18,"34",12738.2109742582,0.8
18,"35",12585.7274522097,0.8
18,"36",12447.4874524173,0.8
18,"37",12475.4340877647,0.8
18,"38",10920.6356074859,0.8
18,"39",13086.6434786976,0.8
18,"40",13250.6445884255,0.8
18,"41",11804.2635512687,0.8
18,"42",12571.3868435904,0.8
18,"43",12817.9456521514,0.8
18,"44",12782.6515365537,0.8
18,"45",11369.0352486721,0.8
18,"46",13093.7242590979,0.8
18,"47",11842.0413815514,0.8
18,"48",10250.4642850026,0.8
18,"49",13161.0973374674,0.8
18,"50",12065.6387857529,0.8
19,"1",47597.2397003416,0.8
19,"2",49105.0274486693,0.8
19,"3",61298.7030050564,0.8
19,"4",59505.6804787747,0.8
19,"5",56421.8617720747,0.8
19,"6",58007.2454635565,0.8
19,"7",59802.534084497,0.8
19,"8",55395.8663478714,0.8
19,"9",53485.1980522185,0.8
19,"10",55964.4876962571,0.8
19,"11",57259.1310123773,0.8
19,"12",59788.4792626102,0.8
19,"13",53584.1910625548,0.8
19,"14",59518.7192911322,0.8
19,"15",48357.7177226517,0.8
19,"16",57431.9162186599,0.8
19,"17",54893.1976801846,0.8
19,"18",56189.4631396722,0.8
19,"19",59965.9574615373,0.8
19,"20",56572.2755093832,0.8
19,"21",52055.6332452947,0.8
19,"22",56412.0291248964,0.8
19,"23",57565.0859742992,0.8
19,"24",60047.8859926589,0.8
19,"25",55129.4839669606,0.8
19,"26",52114.0551249958,0.8
19,"27",60178.6303917704,0.8
19,"28",53071.3748710586,0.8
19,"29",54321.4622635798,0.8
19,"30",58220.3673229822,0.8
19,"31",53360.776307836,0.8
19,"32",54981.790765684,0.8
19,"33",55713.5322911702,0.8
19,"34",57531.5501454935,0.8
19,"35",53560.8922759341,0.8
19,"36",55385.8172386665,0.8
19,"37",56777.4229973989,0.8
19,"38",60460.8006096676,0.8
19,"39",55417.186255695,0.8
19,"40",56844.2107177827,0.8
19,"41",56568.0530556087,0.8
19,"42",56020.9741787128,0.8
19,"43",52843.3209125266,0.8
19,"44",52513.4080795146,0.8
19,"45",54612.0063790023,0.8
19,"46",57931.0023831219,0.8
19,"47",51869.8235753247,0.8
19,"48",53000.2287474516,0.8
19,"49",56019.981472062,0.8
19,"50",58431.2976262739,0.8
20,"1",21299.9447422848,0.8
20,"2",22727.5322639037,0.8
20,"3",21186.6500548563,0.8
20,"4",22533.7304118169,0.8
20,"5",24129.5618591966,0.8
20,"6",17709.4374610096,0.8
20,"7",21989.1279261282,0.8
20,"8",23853.0744474938,0.8
20,"9",21298.9220008934,0.8
20,"10",22044.8156126045,0.8
20,"11",23042.0324164012,0.8
20,"12",20879.2850478329,0.8
20,"13",22401.1858425698,0.8
20,"14",24538.4932627318,0.8
20,"15",24250.2096358937,0.8
20,"16",23148.1882689256,0.8
20,"17",24578.3725984871,0.8
20,"18",25533.0627334716,0.8
20,"19",22210.675344222,0.8
20,"20",23748.507394564,0.8
20,"21",23870.949472076,0.8
20,"22",23855.7831961294,0.8
20,"23",24792.2532145114,0.8
20,"24",22443.8911520841,0.8
20,"25",25580.5834266509,0.8
20,"26",24819.7828955351,0.8
20,"27",21809.3994554833,0.8
20,"28",23277.4451972368,0.8
20,"29",22139.3892221624,0.8
20,"30",24918.5820059382,0.8
20,"31",22021.2956614421,0.8
20,"32",24116.3129093199,0.8
20,"33",21172.2136634776,0.8
20,"34",24035.1016494816,0.8
20,"35",25156.4252319217,0.8
20,"36",25499.6753287407,1
20,"37",24954.7088946909,0.8
20,"38",24074.5749418775,0.8
20,"39",23920.4544700686,0.8
20,"40",23947.671445921,0.8
20,"41",25127.8075540114,0.8
20,"42",23447.9181588539,0.8
20,"43",21715.9675581822,0.8
20,"44",22374.3597361729,0.8
20,"45",22755.8802368922,0.8
20,"46",25711.4823452521,1
20,"47",25663.3881587404,0.8
20,"48",23147.8653192072,0.8
20,"49",21159.7031217826,0.8
20,"50",22723.4462376891,0.8
21,"1",17105.4327696332,1
21,"2",21505.4745888885,1
21,"3",20758.4251332176,1
21,"4",16911.865395008,1
21,"5",20687.1062399927,1
21,"6",17091.7057580686,1
21,"7",19345.6941762113,1
21,"8",15183.1189524382,1
21,"9",17463.4626431001,1
21,"10",20994.4848183453,1
21,"11",23544.7753090488,1
21,"12",29527.3061179397,1
21,"13",20462.3358461331,1
21,"14",23519.422614611,1
21,"15",17879.9155576887,1
21,"16",25979.4919354125,1
21,"17",20230.7453055106,1
21,"18",24322.2505990881,1
21,"19",17940.2966556869,1
21,"20",22016.7627683705,1
21,"21",16554.6502632534,1
21,"22",24545.4730488461,1
21,"23",21267.3415709447,1
21,"24",37572.9478794445,1
21,"25",18714.7578499482,1
21,"26",18968.5448565059,1
21,"27",15683.1670763595,1
21,"28",22066.2177178966,1
21,"29",14862.9085805286,1
21,"30",21294.9064791983,1
21,"31",20245.0672997778,1
21,"32",20856.2986922131,1
21,"33",28937.2223874394,1
21,"34",19803.4954643341,1
21,"35",26432.8614236394,1
21,"36",21430.9828254079,1
21,"37",19160.4071819082,1
21,"38",27424.5147662656,1
21,"39",24163.160666322,1
21,"40",17116.9780003729,1
21,"41",30681.3354602743,1
21,"42",18224.921731483,1
21,"43",20152.2208386153,1
21,"44",16121.3432278714,1
21,"45",28688.2665035493,1
21,"46",26653.3707918149,1
21,"47",23211.3636701203,1
21,"48",20895.6114031687,1
21,"49",22918.2086578456,1
21,"50",24747.9722171021,1
22,"1",9983.05109387923,0.8
22,"2",5311.35362513816,0.4
22,"3",6230.64696608943,0.8
22,"4",8751.36171476015,0.6
22,"5",6090.06050941202,0.6
22,"6",7034.96026427761,0.6
22,"7",5227.01853285543,0.8
22,"8",9967.69684261881,0.8
22,"9",3445.33619192297,0.6
22,"10",7980.75878590559,0.4
22,"11",8143.95310132615,0.4
22,"12",9109.04541725577,0.4
22,"13",6472.03958009576,0.6
22,"14",3745.75234392026,0.6
22,"15",10982.6455002535,0.4
22,"16",6063.67429870044,0.6
22,"17",14862.0991557541,0.8
22,"18",3346.68662244734,0.6
22,"19",5800.23768756246,0.8
22,"20",8299.17330935462,0.8
22,"21",11137.0263665719,0.8
22,"22",3217.28182348108,0.4
22,"23",7106.10074296278,0.4
22,"24",9434.02230859223,0.6
22,"25",7355.21239034263,0.6
22,"26",12116.6689418532,0.6
22,"27",18290.9230656589,0.8
22,"28",7826.69230420748,0.4
22,"29",7430.83097313074,1
22,"30",8104.18915825833,0.8
22,"31",8219.64784944979,0.6
22,"32",3972.53268997074,0.4
22,"33",14198.5968444208,0.8
22,"34",3127.46428554408,0.6
22,"35",6657.98358041013,0.6
22,"36",5144.14285346752,0.4
22,"37",2614.5056641148,0.2
22,"38",4161.80190915473,0.6
22,"39",3098.87173862285,0.4
22,"40",9755.40039509148,0.8
22,"41",8413.886027439,0.4
22,"42",10023.0015585825,0.8
22,"43",5744.21051145891,0.4
22,"44",10617.1688418545,0.8
22,"45",2995.59253961694,0.4
22,"46",1239.3662555761,0
22,"47",2528.10924919945,0.6
22,"48",4072.28916228346,0.6
22,"49",5430.14068065473,0.6
22,"50",6476.63775764268,0.4
23,"1",8523.79188801832,0.4
23,"2",10956.0915396791,0.8
23,"3",19403.5415213471,0.8
23,"4",26892.2841950264,0.8
23,"5",8974.24261741774,0.8
23,"6",27210.3999380988,0.8
23,"7",18660.6759766851,0.8
23,"8",6942.80206888083,0.8
23,"9",10424.6308821825,0.8
23,"10",14063.6054177268,0.6
23,"11",27235.0953597541,0.8
23,"12",25716.5187606328,0.8
23,"13",6668.78579673275,0.6
23,"14",6157.22095258936,0.8
23,"15",16615.2182825877,0.8
23,"16",10293.2034833401,0.8
23,"17",8181.21238073783,0.6
23,"18",12940.44882249,0.8
23,"19",10685.7752648918,0.8
23,"20",24495.8497360894,0.8
23,"21",10854.9522104721,0.8
23,"22",6595.54969577456,0.6
23,"23",3538.00563700691,0.4
23,"24",10383.0293632348,0.8
23,"25",4846.96371025652,0.4
23,"26",13634.2707358771,0.8
23,"27",14684.5278303719,0.8
23,"28",6925.22878519611,0.8
